Power,Minute
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
1500,183
1500,184
1500,185
1500,186
1500,187
1500,188
1500,189
1500,190
1500,191
1500,192
1500,193
1500,194
1500,195
1500,196
1500,197
1500,198
1500,199
1500,200
1500,201
1500,202
1500,203
1500,204
1500,205
1500,206
1500,207
1500,208
1500,209
1500,210
1500,211
1500,212
1500,213
1500,214
1500,215
1500,216
1500,217
1500,218
1500,219
1500,220
1500,221
1500,222
1500,223
1500,224
1500,225
1500,226
1500,227
1500,228
1500,229
1500,230
1500,231
1500,232
1500,233
1500,234
1500,235
1500,236
1500,237
1500,238
1500,239
1500,240
1500,241
1500,242
1500,243
1500,244
1500,245
1500,246
1500,247
1500,248
1500,249
1500,250
1500,251
1500,252
1500,253
1500,254
1500,255
1500,256
1500,257
1500,258
1500,259
1500,260
1500,261
1500,262
1500,263
1500,264
1500,265
1500,266
1500,267
1500,268
1500,269
1500,270
1500,271
1500,272
1500,273
1500,274
1500,275
1500,276
1500,277
1500,278
1500,279
1500,280
1500,281
1500,282
1500,283
1500,284
1500,285
1500,286
1500,287
1500,288
1500,289
1500,290
1500,291
1500,292
1500,293
1500,294
1500,295
1500,296
1500,297
1500,298
1500,299
1500,300
1500,301
1500,302
1500,303
1500,304
1500,305
1500,306
1500,307
1500,308
1500,309
1500,310
1500,311
1500,312
1500,313
1500,314
1500,315
1500,316
1500,317
1500,318
1500,319
1500,320
1500,321
1500,322
1500,323
1500,324
1500,325
1500,326
1500,327
1500,328
1500,329
1500,330
1500,331
1500,332
1500,333
1500,334
1500,335
1500,336
1500,337
1500,338
1500,339
1500,340
1500,341
1500,342
1500,343
1500,344
1500,345
1500,346
1500,347
1500,348
1500,349
1500,350
1500,351
1500,352
1500,353
2700,354
2700,355
2700,356
2700,357
2700,358
2700,359
2700,360
2700,361
2700,362
2700,363
2700,364
2700,365
2700,366
2700,367
2700,368
2700,369
2700,370
2700,371
2700,372
2700,373
2700,374
2700,375
2700,376
2700,377
2700,378
2700,379
2700,380
2700,381
2700,382
2700,383
2700,384
2700,385
2700,386
2700,387
2700,388
2700,389
2700,390
2700,391
2700,392
2700,393
2700,394
2700,395
2700,396
2700,397
2700,398
2700,399
2700,400
2700,401
1200,402
1200,403
1200,404
1200,405
1200,406
1200,407
1200,408
1200,409
1200,410
1200,411
1200,412
1200,413
2000,414
2000,415
2000,416
2000,417
2000,418
2000,419
2000,420
2000,421
2000,422
2000,423
2000,424
2000,425
2000,426
2000,427
2120,428
2120,429
2120,430
2120,431
2120,432
2120,433
2120,434
2120,435
2120,436
2120,437
2120,438
2120,439
2120,440
2120,441
2120,442
2120,443
2120,444
2170,445
2170,446
2170,447
2170,448
2170,449
2170,450
2170,451
2170,452
2170,453
2170,454
2420,455
2420,456
2420,457
2420,458
2420,459
2420,460
2420,461
2420,462
2420,463
2420,464
2420,465
2420,466
2420,467
2420,468
2420,469
2420,470
2420,471
2420,472
2420,473
2420,474
