Power,Minute
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
1500,259
1500,260
1500,261
1620,262
1620,263
1620,264
1620,265
1620,266
1620,267
1620,268
1620,269
1620,270
1620,271
1620,272
1620,273
1620,274
1620,275
1620,276
1620,277
1620,278
1620,279
1620,280
1620,281
1620,282
1620,283
1620,284
1620,285
1620,286
1620,287
1620,288
1620,289
1620,290
1620,291
1620,292
1620,293
1620,294
1620,295
1620,296
1620,297
1620,298
1620,299
1620,300
1620,301
1620,302
1620,303
1620,304
1620,305
1620,306
1620,307
1620,308
1620,309
1620,310
1620,311
1620,312
1620,313
1620,314
1620,315
1620,316
2420,317
2420,318
2420,319
2420,320
2420,321
2420,322
2420,323
2420,324
2420,325
2420,326
2420,327
2420,328
2420,329
2420,330
2420,331
2420,332
2420,333
2420,334
2420,335
2420,336
2420,337
2420,338
2420,339
2420,340
2420,341
2420,342
2420,343
2420,344
2420,345
2420,346
2420,347
2420,348
2420,349
2420,350
2420,351
2420,352
2420,353
2420,354
2420,355
2420,356
2420,357
2420,358
2420,359
2420,360
2420,361
2420,362
2420,363
2420,364
2420,365
2420,366
2420,367
2420,368
2420,369
2420,370
2420,371
2420,372
2420,373
2420,374
920,375
920,376
920,377
920,378
970,379
970,380
970,381
970,382
970,383
970,384
970,385
970,386
970,387
970,388
970,389
970,390
970,391
970,392
970,393
970,394
970,395
970,396
970,397
970,398
970,399
2170,400
2170,401
2170,402
2170,403
2170,404
2170,405
2170,406
2170,407
2170,408
2170,409
2170,410
2170,411
2170,412
2170,413
2170,414
2170,415
2170,416
2170,417
2170,418
2170,419
2170,420
2170,421
2170,422
2170,423
2170,424
2170,425
2170,426
2170,427
2170,428
2170,429
2170,430
2170,431
2170,432
2170,433
2170,434
2170,435
2170,436
2170,437
2170,438
2170,439
2170,440
2170,441
2170,442
2170,443
2170,444
2170,445
2170,446
2170,447
2170,448
2170,449
2170,450
2420,451
2420,452
2420,453
2420,454
2420,455
2420,456
2420,457
2420,458
2420,459
2420,460
2420,461
2420,462
2420,463
2420,464
2420,465
2420,466
2420,467
2420,468
2420,469
2420,470
2420,471
2420,472
2420,473
2420,474
2420,475
2420,476
2420,477
2420,478
2420,479
2420,480
2420,481
2420,482
2420,483
2420,484
2420,485
2420,486
2420,487
2420,488
2420,489
2420,490
2420,491
2420,492
2420,493
2420,494
