Power,Minute
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
1500,206
1500,207
1500,208
1500,209
1500,210
1500,211
1500,212
1500,213
1500,214
1500,215
1500,216
1500,217
1500,218
1500,219
1500,220
1500,221
1500,222
1500,223
1500,224
1500,225
1500,226
1500,227
1500,228
1500,229
1500,230
1500,231
1500,232
1500,233
1500,234
1500,235
1500,236
1500,237
1500,238
1500,239
1500,240
1500,241
1500,242
1500,243
1500,244
1500,245
1500,246
1500,247
1500,248
1500,249
1500,250
1500,251
1500,252
1500,253
1500,254
1500,255
1500,256
1500,257
1500,258
1500,259
1500,260
1500,261
1500,262
1500,263
1500,264
1500,265
1500,266
1500,267
1500,268
1500,269
1500,270
1500,271
1500,272
1500,273
1500,274
1500,275
1500,276
1500,277
1500,278
1500,279
1500,280
1500,281
1500,282
1500,283
1500,284
1500,285
1500,286
1500,287
1500,288
1500,289
1500,290
1500,291
1500,292
1500,293
1500,294
1500,295
1500,296
1500,297
1500,298
1500,299
1500,300
1500,301
1500,302
1500,303
1500,304
1500,305
1500,306
1500,307
1500,308
1500,309
1500,310
1500,311
1500,312
1500,313
1500,314
1500,315
1500,316
1500,317
1500,318
1500,319
1500,320
1500,321
1500,322
1500,323
1500,324
1500,325
1500,326
1500,327
1500,328
1500,329
1500,330
1500,331
1500,332
1500,333
1500,334
1500,335
1500,336
1500,337
1500,338
1500,339
1500,340
1500,341
1500,342
1500,343
1500,344
1500,345
1500,346
1500,347
1500,348
1500,349
1500,350
1500,351
1500,352
1500,353
1500,354
1500,355
1500,356
1500,357
1620,358
2820,359
2820,360
2820,361
2820,362
2820,363
2820,364
2820,365
2820,366
2820,367
2820,368
2820,369
2820,370
2820,371
2820,372
2820,373
2820,374
2820,375
2820,376
2820,377
2820,378
2820,379
2820,380
2820,381
2820,382
2820,383
2820,384
2820,385
2820,386
2820,387
2820,388
2820,389
2820,390
2820,391
2820,392
2820,393
2820,394
2820,395
2820,396
2820,397
2820,398
2820,399
2820,400
2820,401
2820,402
2820,403
2820,404
2820,405
2820,406
2820,407
2820,408
2820,409
2820,410
2820,411
2820,412
2820,413
2820,414
2820,415
2820,416
2820,417
2820,418
2820,419
2820,420
2820,421
2820,422
2820,423
2820,424
2820,425
2820,426
2820,427
2820,428
2820,429
2820,430
2820,431
2820,432
2820,433
2820,434
1320,435
1320,436
1320,437
1320,438
1320,439
1320,440
1320,441
1320,442
1320,443
1320,444
1320,445
1370,446
1370,447
1370,448
1370,449
1370,450
1370,451
1370,452
1370,453
1370,454
1370,455
1370,456
1370,457
1370,458
1370,459
1370,460
1370,461
1370,462
1370,463
1370,464
1370,465
1370,466
1370,467
1370,468
1370,469
1370,470
1370,471
1370,472
1370,473
1370,474
1370,475
1370,476
1370,477
1370,478
1370,479
