Power,Minute
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
1500,228
1500,229
1500,230
1500,231
1500,232
1500,233
1500,234
1500,235
1500,236
1500,237
1500,238
1500,239
1500,240
1500,241
1500,242
1500,243
1500,244
1500,245
1500,246
1500,247
1500,248
1500,249
1500,250
1500,251
1500,252
1500,253
1500,254
1500,255
1500,256
1500,257
1500,258
1500,259
1500,260
1500,261
1500,262
1500,263
1500,264
1500,265
1500,266
1500,267
1500,268
1500,269
1500,270
1500,271
1500,272
1500,273
1500,274
1500,275
1500,276
1500,277
1500,278
1500,279
1500,280
1500,281
1500,282
1500,283
1500,284
1500,285
1500,286
1500,287
1500,288
1500,289
1500,290
1500,291
1500,292
1500,293
1500,294
1500,295
1500,296
1500,297
1500,298
1500,299
1500,300
1500,301
1500,302
1500,303
1500,304
1500,305
1500,306
1500,307
1500,308
1500,309
1500,310
1500,311
1500,312
1500,313
1500,314
1500,315
1500,316
1500,317
1500,318
1500,319
1500,320
1500,321
1500,322
1500,323
1500,324
1500,325
1500,326
1500,327
1500,328
1500,329
1500,330
1500,331
1500,332
1500,333
1500,334
1500,335
1500,336
1500,337
1500,338
1500,339
1500,340
1500,341
1500,342
1500,343
1500,344
1500,345
1500,346
1500,347
1500,348
1500,349
1500,350
1500,351
1500,352
1500,353
1500,354
1500,355
1500,356
1500,357
1500,358
1500,359
1500,360
1500,361
1500,362
1500,363
1500,364
1500,365
1500,366
1500,367
1500,368
1500,369
1500,370
1500,371
1500,372
1620,373
1620,374
1620,375
1620,376
120,377
120,378
1320,379
1320,380
1320,381
1320,382
1320,383
1320,384
1320,385
1320,386
1320,387
1320,388
1320,389
1320,390
1320,391
1320,392
1320,393
1320,394
1320,395
1320,396
1320,397
1320,398
1320,399
1320,400
1320,401
1320,402
1320,403
1320,404
1320,405
1320,406
1320,407
1320,408
1320,409
1320,410
1320,411
1320,412
1320,413
1320,414
1320,415
1320,416
1320,417
1320,418
1320,419
1320,420
1320,421
1320,422
1320,423
1320,424
1320,425
1320,426
1320,427
1320,428
1320,429
1320,430
1320,431
2120,432
2120,433
2120,434
2120,435
2120,436
2120,437
2120,438
2120,439
2120,440
2120,441
2120,442
2120,443
2120,444
2120,445
2120,446
2120,447
2120,448
2120,449
2120,450
2120,451
2120,452
2170,453
2170,454
2170,455
2170,456
2170,457
2170,458
2170,459
2170,460
2170,461
2170,462
2170,463
2170,464
2170,465
2170,466
2170,467
2170,468
2170,469
2170,470
2170,471
2170,472
2170,473
2170,474
2170,475
2170,476
2170,477
2170,478
2170,479
2170,480
2170,481
2170,482
2170,483
