Power,Minute
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
0,271
0,272
0,273
0,274
0,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,298
0,299
0,300
0,301
120,302
120,303
120,304
120,305
120,306
120,307
120,308
120,309
120,310
120,311
120,312
120,313
120,314
120,315
120,316
120,317
120,318
120,319
120,320
120,321
120,322
1620,323
1620,324
1620,325
1620,326
1620,327
1620,328
1620,329
1620,330
1620,331
1620,332
1620,333
1620,334
1620,335
1620,336
1620,337
2820,338
2820,339
2820,340
2820,341
2820,342
2820,343
2820,344
2820,345
2820,346
2820,347
2820,348
2820,349
2820,350
2820,351
2820,352
2820,353
2820,354
2820,355
2820,356
2820,357
2820,358
2820,359
3620,360
3620,361
3620,362
3620,363
3620,364
3620,365
3620,366
3620,367
3620,368
3620,369
3620,370
3620,371
3620,372
3620,373
3620,374
3620,375
3620,376
3620,377
3620,378
3620,379
3620,380
3620,381
3620,382
3620,383
3620,384
3620,385
3620,386
3620,387
3620,388
3620,389
3620,390
3620,391
3620,392
3620,393
3620,394
3620,395
3620,396
3620,397
2120,398
2120,399
2120,400
2120,401
2120,402
2120,403
2120,404
2120,405
2120,406
2120,407
2120,408
2120,409
2120,410
2120,411
2120,412
2120,413
2120,414
2120,415
2120,416
2120,417
2120,418
2120,419
2120,420
2120,421
2120,422
2120,423
2120,424
2120,425
2120,426
2120,427
2120,428
2120,429
2120,430
2120,431
2120,432
2120,433
2120,434
2120,435
2120,436
2120,437
2120,438
2120,439
2120,440
2120,441
2120,442
2120,443
2120,444
2120,445
2120,446
2120,447
2120,448
2120,449
2120,450
2120,451
2120,452
2120,453
2120,454
2120,455
2120,456
2120,457
2120,458
2120,459
2120,460
2120,461
2120,462
2120,463
2120,464
2120,465
2120,466
2120,467
2120,468
2120,469
2120,470
2120,471
2120,472
2120,473
2120,474
2120,475
2120,476
2120,477
2170,478
2170,479
2170,480
2170,481
2170,482
2170,483
2170,484
2170,485
2170,486
2170,487
2170,488
2170,489
2170,490
2170,491
2170,492
2170,493
2170,494
2170,495
2170,496
2170,497
2170,498
2170,499
2170,500
2170,501
2170,502
